Список измененных значений:

       Коды работ по выпуску РД|Наименование объекта/комплекта РД                                                                                                      |Код KKS документа                                                            |Пакет РД                                               |Статус Заказчика                                                              |Текущая ревизия                                           |Статус текущей ревизии                                                                                                                           |Дата выпуска РД по договору подрядчика                                     |Дата выпуска РД по графику с Заказчиком                               |Дата статуса Заказчика                                     |Ожидаемая дата выдачи РД в производство                                             |Разработчики РД (актуальные)   |
1831 | 03UBG.T.SG0.D-1010      |Автоматические установки водяного пожаротушения                                                                                        |Смена кода с <AKU.1227.03UBG.SGC.PT.TB0001> на <AKU.1480.03UBG.SGC.PT.TB0001>|-                                                      |Смена статус заказчика с <Выдан в производство (rev.C01)> на <ВК - (rev.C01)> |-                                                         |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <На корректировке у разработчика>     |-                                                                          |-                                                                     |Смена дата статуса заказчика с <2021-04-26> на <2022-12-02>|-                                                                                   |JV=>Титан-2=>SEP=>ЭСТ          |
1832 | 04UBG.E.CA1.D-1090      |Журнал контрольных кабелей                                                                                                             |Смена кода с <AKU.1480.04UBG.0.ET.TB0006> на <AKU.1480.04UBG.0.ET.MB0003>    |-                                                      |Смена статус заказчика с <None> на <(rev.C01)>                                |Смена текущая ревизия с <None> на <C01 (есть только в 1С)>|-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-02-12> на <2023-10-25>        |Титан-2=>ТП=>ОЭС               |
1833 | 04UBG.E.BA1.D-1070      |Журнал силовых кабелей 10 кВ                                                                                                           |Смена кода с <AKU.1480.04UBG.0.ET.TB0004> на <AKU.1480.04UBG.0.ET.MB0001>    |-                                                      |Смена статус заказчика с <None> на <(rev.C01)>                                |Смена текущая ревизия с <None> на <C01 (есть только в 1С)>|-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-05-13> на <2023-10-25>        |Титан-2=>ТП=>ОЭС               |
1834 | 04UBG.E.EEE.D-1130      |Задание заводу на токопроводы 10 кВ                                                                                                    |Смена кода с <AKU.1227.04UBG.0.ET.TB0009> на <AKU.1480.04UBG.0.ET.TB0009>    |-                                                      |-                                                                             |-                                                         |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <Передан в производство>              |-                                                                          |-                                                                     |Смена дата статуса заказчика с <2022-04-05> на <2023-01-05>|-                                                                                   |JV=>Титан-2=>ТП=>SEP=>ОЭС      |
1835 | 04UBG.E.BCY.D-1060      |РЗА КРУ 10 кВ. Журнал контрольных кабелей                                                                                              |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-19> на <2023-10-25>        |Титан-2=>ТП=>ОЭС               |
1836 | 04UBG.E.BCY.D-1040      |РЗА КРУ 10 кВ. Полные схемы                                                                                                            |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-29> на <2023-10-25>        |Титан-2=>ТП=>ОЭС               |
1837 | 04UBG.E.BCY.D-1050      |РЗА КРУ 10 кВ. Схемы подключения рядов зажимов                                                                                         |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-29> на <2023-10-25>        |Титан-2=>ТП=>ОЭС               |
1838 | 04UBG.T.SG0.D-1010      |Автоматические установки водяного пожаротушения                                                                                        |Смена кода с <AKU.1227.04UBG.SGC.PT.TB0001> на <AKU.1480.04UBG.SGC.PT.TB0001>|-                                                      |Смена статус заказчика с <Выдан в производство (rev.C01)> на <ВК - (rev.C01)> |-                                                         |Смена статус текущей ревизии с <DD signed FOR CONSTRUCTION / Комплект РД подписан В ПРОИЗВОДСТВО> на <На корректировке у разработчика>           |-                                                                          |-                                                                     |Смена дата статуса заказчика с <2021-05-18> на <2023-02-08>|-                                                                                   |JV=>Титан-2=>ТП=>ОЭС           |
1839 | 05UBG.E.CA1.D-1090      |Журнал контрольных кабелей                                                                                                             |Смена кода с <AKU.1227.05UBG.0.ET.TB0005> на <AKU.1480.05UBG.0.ET.MB0003>    |-                                                      |Смена статус заказчика с <ВК - (rev.C01)> на <(rev.C01)>                      |-                                                         |Смена статус текущей ревизии с <Comments from T2 to sub-supplier / Замечания от Т2 субподрядчику> на <nan>                                       |-                                                                          |-                                                                     |Смена дата статуса заказчика с <2021-07-02> на <NaT>       |Смена ожидаемая дата выдачи рд в производство с <2023-02-12> на <в производстве>    |JV=>Титан-2=>ТП=>ОЭС           |
1840 | 05UBG.E.BA1.D-1080      |Журнал силовых кабелей 0.4 кВ                                                                                                          |Смена кода с <AKU.1227.05UBG.0.ET.TB0004> на <AKU.1480.05UBG.0.ET.MB0002>    |-                                                      |Смена статус заказчика с <ВК - (rev.C01)> на <(rev.C01)>                      |-                                                         |Смена статус текущей ревизии с <Comments from T2 to sub-supplier / Замечания от Т2 субподрядчику> на <nan>                                       |-                                                                          |-                                                                     |Смена дата статуса заказчика с <2022-11-03> на <NaT>       |Смена ожидаемая дата выдачи рд в производство с <2022-11-19> на <в производстве>    |JV=>Титан-2=>ТП=>ОЭС           |
1841 | 05UBG.E.BA1.D-1070      |Журнал силовых кабелей 10 кВ                                                                                                           |Смена кода с <AKU.1480.05UBG.0.ET.TB0003> на <AKU.1480.05UBG.0.ET.MB0001>    |-                                                      |Смена статус заказчика с <ВК - (rev.C01)> на <ВК + (rev.C01)>                 |-                                                         |Смена статус текущей ревизии с <Comments from T2 to sub-supplier / Замечания от Т2 субподрядчику> на <Передан в производство>                    |-                                                                          |-                                                                     |Смена дата статуса заказчика с <2022-09-30> на <2023-02-03>|Смена ожидаемая дата выдачи рд в производство с <2022-11-20> на <в производстве>    |JV=>Титан-2=>ТП=>SEP=>ОЭС      |
1842 | 05UBG.E.EEE.D-1130      |Задание заводу на токопроводы 10 кВ                                                                                                    |Смена кода с <AKU.1227.05UBG.0.ET.TB0008> на <AKU.1480.05UBG.0.ET.TB0008>    |-                                                      |-                                                                             |-                                                         |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <Передан в производство>              |-                                                                          |-                                                                     |Смена дата статуса заказчика с <2022-05-12> на <2023-01-04>|-                                                                                   |JV=>Титан-2=>ТП=>SEP=>ОЭС      |
1843 | 05UBG.E.BCY.D-1060      |РЗА КРУ 10 кВ. Журнал контрольных кабелей                                                                                              |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-29> на <2023-08-25>        |Титан-2=>ТП=>ОЭС               |
1844 | 05UBG.E.BCY.D-1040      |РЗА КРУ 10 кВ. Полные схемы                                                                                                            |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-29> на <2023-08-25>        |Титан-2=>ТП=>ОЭС               |
1845 | 05UBG.E.BCY.D-1050      |РЗА КРУ 10 кВ. Схемы подключения рядов зажимов                                                                                         |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-29> на <2023-08-25>        |Титан-2=>ТП=>ОЭС               |
1846 | 05UBG.E.B00.D-1000      |Схема электрических соединений 10 кВ                                                                                                   |Смена кода с <AKU.1227.05UBG.0.ET.TB0001> на <AKU.1480.05UBG.0.ET.TB0001>    |-                                                      |Смена статус заказчика с <Выдан в производство (rev.C01)> на <ВК - (rev.C01)> |-                                                         |Смена статус текущей ревизии с <DD signed FOR CONSTRUCTION / Комплект РД подписан В ПРОИЗВОДСТВО> на <На корректировке у разработчика>           |-                                                                          |-                                                                     |Смена дата статуса заказчика с <2022-11-09> на <2023-02-08>|-                                                                                   |JV=>Титан-2=>ТП=>SEP=>ОЭС      |
1847 | 05UBG.J.JJJ.D-1020      |Задание заводу на МЩУ                                                                                                                  |Смена кода с <AKU.1227.05UBG.0.AK.EC0001> на <AKU.1480.05UBG.0.AK.EC0001>    |-                                                      |Смена статус заказчика с <ВК - (rev.C01)> на <Выдан в производство (rev.C01)> |-                                                         |Смена статус текущей ревизии с <Comments from T2 to sub-supplier / Замечания от Т2 субподрядчику> на <Передан в производство>                    |-                                                                          |-                                                                     |Смена дата статуса заказчика с <2020-08-03> на <2023-01-26>|Смена ожидаемая дата выдачи рд в производство с <2023-02-12> на <в производстве>    |JV=>Титан-2=>ТП=>ОЭС           |
1848 | 05UBG.T.SG0.D-1010      |Автоматические установки водяного пожаротушения                                                                                        |Смена кода с <AKU.1227.05UBG.SGC.PT.TB0001> на <AKU.1480.05UBG.SGC.PT.TB0001>|-                                                      |Смена статус заказчика с <Выдан в производство (rev.C01)> на <ВК - (rev.C01)> |-                                                         |Смена статус текущей ревизии с <DD signed FOR CONSTRUCTION / Комплект РД подписан В ПРОИЗВОДСТВО> на <На корректировке у разработчика>           |-                                                                          |-                                                                     |Смена дата статуса заказчика с <2021-06-14> на <2023-01-30>|-                                                                                   |JV=>Титан-2=>SEP=>ЭСТ          |
1849 | 07UBG.E.H00.D-1010      |Компоновочный чертеж электрооборудования                                                                                               |-                                                                            |-                                                      |Смена статус заказчика с <None> на <(rev.C01)>                                |Смена текущая ревизия с <None> на <C01 (есть только в 1С)>|Смена статус текущей ревизии с <None> на <На корректировке у разработчика>                                                                       |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-06> на <2023-04-11>        |Титан-2=>АЭП                   |
1850 | 00UAB.E.CA1.D-1090      |Журнал контрольных кабелей                                                                                                             |Смена кода с <AKU.1480.00UAB.0.ET.TB0005> на <AKU.1480.00UAB.0.ET.MB0002>    |-                                                      |Смена статус заказчика с <None> на <(rev.C01)>                                |Смена текущая ревизия с <None> на <C01>                   |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-10> на <2023-07-25>        |Титан-2=>ТП=>ОЭС               |
1851 | 00UAB.E.BA1.D-1080      |Журнал силовых кабелей                                                                                                                 |Смена кода с <AKU.1480.00UAB.0.ET.TB0004> на <AKU.1480.00UAB.0.ET.MB0001>    |-                                                      |Смена статус заказчика с <None> на <ВК - (rev.C01)>                           |Смена текущая ревизия с <None> на <C01>                   |Смена статус текущей ревизии с <None> на <На согласовании AN>                                                                                    |-                                                                          |-                                                                     |Смена дата статуса заказчика с <None> на <2023-02-13>      |Смена ожидаемая дата выдачи рд в производство с <2023-02-12> на <2023-04-13>        |JV=>Титан-2=>ТП=>ОЭС           |
1852 | 00UAB.T.SGD.D-1010      |Автоматические установки водяного пожаротушения                                                                                        |Смена кода с <AKU.1227.00UAB.SGC.PT.TB0001> на <AKU.1480.00UAB.SGC.PT.TB0001>|-                                                      |Смена статус заказчика с <Выдан в производство (rev.C01)> на <ВК - (rev.C01)> |-                                                         |Смена статус текущей ревизии с <DD signed FOR CONSTRUCTION / Комплект РД подписан В ПРОИЗВОДСТВО> на <На корректировке у разработчика>           |-                                                                          |-                                                                     |Смена дата статуса заказчика с <2021-06-08> на <2022-12-02>|-                                                                                   |JV=>Титан-2=>SEP=>ЭСТ          |
1853 | 00UAC.E.EEE.D-1150      |Вторичная коммутация                                                                                                                   |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-28> на <2023-08-25>        |JV=>Титан-2=>ТП=>ОЭС           |
1854 | 00UAC.E.CA1.D-1110      |Журнал контрольных кабелей                                                                                                             |Смена кода с <AKU.1480.00UAC.0.ET.TB0008> на <AKU.1480.00UAC.0.ET.MB0003>    |-                                                      |Смена статус заказчика с <None> на <(rev.C01)>                                |Смена текущая ревизия с <None> на <C01>                   |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-03-15> на <2023-07-25>        |JV=>Титан-2=>ТП=>ОЭС           |
1855 | 00UAC.E.BA1.D-1100      |Журнал силовых кабелей постоянного тока                                                                                                |Смена кода с <AKU.1480.00UAC.0.ET.TB0007> на <AKU.1480.00UAC.0.ET.MB0002>    |-                                                      |Смена статус заказчика с <На ВК (rev.C01)> на <(rev.C01)>                     |-                                                         |Смена статус текущей ревизии с <JV to Akkuyu Nuclear / JV в Аккую Нуклеар> на <nan>                                                              |-                                                                          |-                                                                     |Смена дата статуса заказчика с <2022-10-27> на <NaT>       |Смена ожидаемая дата выдачи рд в производство с <2023-01-26> на <в производстве>    |JV=>Титан-2=>ТП=>ОЭС           |
1856 | 00UAC.E.BCY.D-1110      |РЗА общестанционных ТСН. Журнал контрольных кабелей                                                                                    |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-14> на <2023-09-25>        |Титан-2=>ТП=>ОЭС               |
1857 | 00UAC.E.BCY.D-1030      |РЗА общестанционных ТСН. Задание заводу на изготовление шкафов                                                                         |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-14> на <2023-09-25>        |Титан-2=>ТП=>ОЭС               |
1858 | 00UAC.E.BCY.D-1050      |РЗА общестанционных ТСН. Полные схемы                                                                                                  |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-14> на <2023-09-25>        |Титан-2=>ТП=>ОЭС               |
1859 | 00UAC.E.BCY.D-1090      |РЗА общестанционных ТСН. Пояснительная записка, параметрирование                                                                       |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-14> на <2023-09-25>        |Титан-2=>ТП=>ОЭС               |
1860 | 00UAC.E.BCY.D-1010      |РЗА общестанционных ТСН. Принципиальные схемы                                                                                          |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-14> на <2023-09-15>        |Титан-2=>ТП=>ОЭС               |
1861 | 00UAC.E.BCY.D-1070      |РЗА общестанционных ТСН. Схемы подключения рядов зажимов                                                                               |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-14> на <2023-09-25>        |Титан-2=>ТП=>ОЭС               |
1862 | 00UAC.E.BCY.D-1100      |РЗА резервных ТСН. Журнал контрольных кабелей                                                                                          |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-14> на <2023-09-25>        |Титан-2=>ТП=>ОЭС               |
1863 | 00UAC.E.BCY.D-1020      |РЗА резервных ТСН. Задание заводу на изготовление шкафов                                                                               |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-14> на <2023-09-25>        |Титан-2=>ТП=>ОЭС               |
1864 | 00UAC.E.BCY.D-1040      |РЗА резервных ТСН. Полные схемы                                                                                                        |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-14> на <2023-09-25>        |Титан-2=>ТП=>ОЭС               |
1865 | 00UAC.E.BCY.D-1080      |РЗА резервных ТСН. Пояснительная записка, параметрирование                                                                             |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-14> на <2023-09-25>        |Титан-2=>ТП=>ОЭС               |
1866 | 00UAC.E.BCY.D-1000      |РЗА резервных ТСН. Принципиальные схемы                                                                                                |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-14> на <2023-09-15>        |Титан-2=>ТП=>ОЭС               |
1867 | 00UAC.E.BCY.D-1060      |РЗА резервных ТСН. Схемы подключения рядов зажимов                                                                                     |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-14> на <2023-09-25>        |Титан-2=>ТП=>ОЭС               |
1868 | 00UAC.J.JJJ.D-1130      |Система диспетчерской (двусторонней громкоговорящей) связи и голосового оповещения                                                     |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-12> на <2023-08-24>        |JV=>Титан-2=>ТП=>ОЭС           |
1869 | 00UAC.J.JJJ.D-1140      |Система проводного радиотрансляционного вещания                                                                                        |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-12> на <2023-05-15>        |JV=>Титан-2=>ТП=>ОЭС           |
1870 | 00UAC.J.JJJ.D-1120      |Система телефонной связи                                                                                                               |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |-                                                                          |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-12> на <2023-08-24>        |JV=>Титан-2=>ТП=>ОЭС           |
1871 | 00UAC.T.SG0.D-1010      |Автоматические установки водяного пожаротушения                                                                                        |Смена кода с <AKU.1227.00UAC.SGC.PT.TB0001> на <AKU.1480.00UAC.SGC.PT.TB0001>|-                                                      |-                                                                             |-                                                         |Смена статус текущей ревизии с <DD signed FOR CONSTRUCTION / Комплект РД подписан В ПРОИЗВОДСТВО> на <Передан в производство>                    |-                                                                          |-                                                                     |Смена дата статуса заказчика с <2021-05-27> на <2022-12-13>|-                                                                                   |JV=>Титан-2=>SEP=>ЭСТ          |
1872 | 10UBA.T.SGE.D-2000      |Системы автоматического газового пожаротушения помещений СФЗ                                                                           |-                                                                            |-                                                      |-                                                                             |-                                                         |-                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |-                                                          |Смена ожидаемая дата выдачи рд в производство с <2023-01-06> на <2023-04-11>        |Титан-2=>АЭП                   |
1873 | 11UBN.E.B00.D-1060      |(11-12UBN). Сборки КРУ 10 кВ. Вторичная коммутация. Схемы электрические полные                                                         |-                                                                            |-                                                      |Смена статус заказчика с <None> на <ВК + (rev.C01)>                           |Смена текущая ревизия с <None> на <C01>                   |Смена статус текущей ревизии с <None> на <Пройден ВК AN>                                                                                         |Смена дата выпуска рд по договору подрядчика с <None> на <2022-12-31>      |-                                                                     |Смена дата статуса заказчика с <None> на <2023-02-08>      |Смена ожидаемая дата выдачи рд в производство с <2023-01-29> на <в производстве>    |Титан-2=>АЭП                   |
